+--------------+--------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb     |                        context                         |        synset       | Polarity + | Polarity - | Polarity = |
|    creer     |             ... la verdad creí que era ...             |      find.v.05      |   0.125    |    0.0     |   0.875    |
|     era      |             ... creí que era un lugar ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    traer     |             ... bonito para traer a mi ...             |      bring.v.01     |    0.0     |    0.0     |    1.0     |
|      ir      |                 ... y no fue así y ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   parecer    |               ... y me parece que no ...               |      look.v.02      |    0.0     |    0.0     |    1.0     |
|    haber     |             ... que no hay control por ...             |       be.v.03       |    0.0     |    0.0     |    1.0     |
|  contratar   |                      recreadores                       |      hire.v.01      |    0.0     |    0.0     |    1.0     |
|   mantener   |                      el buen ...                       |      keep.v.01      |    0.0     |    0.0     |    1.0     |
|    estar     |                  estuvo bueno gracias                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |           ... la recepción es muy buena ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |                     de mejorar ...                     |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |               de mejorar la atención ...               |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     ser      |              ... se uso es muy bonito ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    poder     |              ... que se pueda recomendar               |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|  recomendar  |                ... se pueda recomendar                 |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|   referir    |               ... y me refiero a la ...                |      refer.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |               ... ducha ya es importante               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |               ... ya que es muy alto ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    poder     |             ... se le puede añadir uno ...             |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|    añadir    |            ... le puede añadir uno para ...            |       add.v.01      |    0.0     |    0.0     |    1.0     |
|    evitar    |           ... uno para evitar caídas de ...            |     prevent.v.01    |    0.25    |    0.0     |    0.75    |
|     caer     |          ... para evitar caídas de última ...          |     descend.v.01    |    0.0     |    0.0     |    1.0     |
|    seguir    |                   sigan así muy ...                    |      stay.v.01      |    0.0     |    0.0     |    1.0     |
|   parecer    |           ... de res parecía copete muy ...            |      look.v.02      |    0.0     |    0.0     |    1.0     |
|    tener     |         ... simple y tener sombrillas para ...         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |                 es higiénico tener ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |         es higiénico tener tapetes sucios ...          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    romper    |          ... y toallas rotas , entregaron ...          |     damage.v.01     |    0.0     |    0.75    |    0.25    |
|   entregar   |        ... rotas , entregaron la habitación ...        |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   desasear   |     ... la habitación desaseada con telarañas ...      |     untidy.a.01     |   0.125    |   0.625    |    0.25    |
|    falta     |          ... pelos les falta variedad en ...           |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|     ser      |           ... el desayuno sería mejor en ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |                     ofrecer el ...                     |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   ofrecer    |                  ofrecer el plan ...                   |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|   incluir    |          ... plan todo incluido comida , ...           |     include.v.01    |    0.0     |    0.0     |    1.0     |
|     ser      |           ... comida , son cliente viejo ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    gustar    |            ... no me gusto los cambios ...             |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    haber     |             ... cambios que han efectuado              |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   efectuar   |                 ... que han efectuado                  |    transport.v.02   |    0.0     |    0.0     |    1.0     |
|    cerrar    |               cierren los balnearios ...               |      close.v.01     |    0.0     |    0.0     |    1.0     |
|    deber     |       ... huéspedes no deberían dejar entrar ...       |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    dejar     |         ... no deberían dejar entrar tanta ...         |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    entrar    |       ... deberían dejar entrar tanta gente ...        |     record.v.01     |    0.0     |    0.0     |    1.0     |
|   adecuar    |                      duchas a ...                      |      befit.v.01     |   0.375    |    0.0     |   0.625    |
|    tener     |               habitación no tenía ducha                |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   regular    |              regular la alimentación ...               |    regulate.v.02    |    0.0     |    0.0     |    1.0     |
|  encontrar   |       ... alimentación no encontré salsa de ...        |     detect.v.01     |    0.0     |    0.0     |    1.0     |
|    servir    |              ... demora y sirvieron frio               |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|     oler     |            habitaciones huelen a cloro ...             |      smell.v.02     |    0.0     |    0.0     |    1.0     |
|      ir      |                      ... no se ve                      |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|    variar    |             ... menú más variado en la ...             |     change.v.01     |    0.0     |    0.0     |    1.0     |
|    tener     |             ... todo no tenga que ser ...              |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |               ... tenga que ser a la ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    servir    |           ... maluca mal servida 1 hora ...            |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|   esperar    |       ... hora para esperar unas salchipapas ...       |       ask.v.04      |   0.125    |    0.0     |   0.875    |
|    tener     |       ... gente descortés tuvimos que salir ...        |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    salir     |          ... tuvimos que salir del hotel ...           |       die.v.01      |    0.0     |    0.0     |    1.0     |
|     era      |       ... para alimentarnos era mejor cuando ...       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     era      |              ... mejor cuando era buffet               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ofrecer    |                       en el ...                        |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|  considerar  |                       que en ...                       |    think_of.v.03    |    0.0     |    0.0     |    1.0     |
|    deber     |         ... los baños deberían haber alfo ...          |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    colgar    |          ... alfo para colgar los trajes ...           |      hang.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |          ... nombre steven es muy grosero ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |           ... huéspedes no tiene el don ...            |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    saber     |               ... y no sabe nada de ...                |      know.v.01      |    0.0     |    0.0     |    1.0     |
|   prestar    |            ... nada de prestar un servicio             |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    pasar     |                       2 días ...                       |     happen.v.01     |    0.0     |    0.0     |    1.0     |
|      ir      |           ... el desayuno fue igual sin ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    falta     |      ... ninguna variación falta opciones en ...       |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|  sorprender  |           ... y me sorprendió que hasta ...            |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|    cobrar    |            ... tinto lo cobran y falta ...             |      gain.v.08      |    0.0     |    0.0     |    1.0     |
|    falta     |        ... cobran y falta mesero permanente ...        |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|      ir      |        ... de servicios fue decepcionante y ...        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     dar      |            ... hora de dar solución con ...            |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    servir    |           ... un margarita servido en la ...           |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|   advertir   |        ... usual no advirtieron tampoco que ...        |     inform.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |            ... que no había servicio a ...             |       be.v.03       |    0.0     |    0.0     |    1.0     |
|  solicitar   |           ... y al solicitar servicios a ...           |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|      ir      |        ... la habitación fueron groseros y ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    decir     |            ... formas de decir las osas ...            |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|      ir      |            ... osas no fue la correcta ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |          ... la correcta tendrían que ser ...          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |            ... tendrían que ser que ser ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |           ... ser que ser más cordiales ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|              |          ... cordiales de referirse a los ...          |      refer.v.02     |    0.0     |    0.0     |    1.0     |
|    estar     |         ... día 15/10/2016 estaba fría ya ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  preguntar   |        ... ya al preguntar nos contestaron ...         |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|  contestar   |       ... preguntar nos contestaron que fue ...        |      react.v.01     |    0.0     |    0.0     |    1.0     |
|      ir      |        ... contestaron que fue decisión del ...        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     debe     |            ... cosas no debe suceder y ...             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   suceder    |            ... no debe suceder y menos ...             |     happen.v.01     |    0.0     |    0.0     |    1.0     |
|      ir      |            ... del cocteles fue más de ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |              ... una hora es inconcebible              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    fuera     |            ... si yo fuera el encargado ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   alquilar   |            ... no se alquilaría a nadie ...            |      lease.v.03     |    0.0     |    0.0     |    1.0     |
|   resumir    |           ... a nadie resumiendo es una ...            |     abridge.v.01    |    0.0     |    0.0     |    1.0     |
|     ser      |         ... nadie resumiendo es una falta ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   hospedar   |           ... respeto que hospeden gente ahí           |      lodge.v.04     |    0.0     |    0.0     |    1.0     |
|    haber     |           ... pilas no había donde poner ...           |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    poner     |           ... había donde poner las toallas            |       put.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |          ... del autoservicio es un poco ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    venir     |             ... , como vinimos con una ...             |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|   parecer    |         ... turismo nos pareció costoso el ...         |      look.v.02      |    0.0     |    0.0     |    1.0     |
|    tener     |            ... pero al tener atención y ...            |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   cambiar    |            ... y servicio cambie de opinión            |     change.v.01     |    0.0     |    0.0     |    1.0     |
|   mejorar    |                cocktails consumidos ...                |     better.v.02     |   0.375    |    0.0     |   0.625    |
|   consumir   |           cocktails consumidos con piña ...            |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|   colocar    |            ... con piña colocada y muy ...             |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   preparar   |          ... muy mal preparada al decirle ...          |      make.v.15      |    0.0     |    0.0     |    1.0     |
|    decir     |             ... al mesero dijo que no ...              |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|    hacer     |             ... que no hacer nada que ...              |      make.v.03      |    0.0     |    0.0     |    1.0     |
|   preparar   |             ... si la preparaban en el ...             |      make.v.15      |    0.0     |    0.0     |    1.0     |
|   limpiar    |                      la lama ...                       |      clean.v.01     |    0.0     |   0.125    |   0.875    |
|    haber     |              ... lama que hay en piso ...              |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     caer     |             ... piso donde cae el agua ...             |     descend.v.01    |    0.0     |    0.0     |    1.0     |
|     ver      |        ... la piscina vimos varias personas ...        |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   deslizar   |        ... varias personas deslizar por la ...         |      slide.v.03     |    0.0     |    0.0     |    1.0     |
|    faltar    |           la habitación faltan más baños ...           |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    alojar    |           ... de personas alojadas y más ...           |      lodge.v.04     |    0.0     |    0.0     |    1.0     |
|      ir      |      ... el restaurante fueron muy regulares ...       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    falta     |                    más personal ...                    |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|   mejorar    |                   la iluminación ...                   |     better.v.02     |   0.375    |    0.0     |   0.625    |
|   mejorar    |                    servicio de ...                     |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    falta     |         ... por internet falta armonía en ...          |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    hacer     |                     un segundo ...                     |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    hacer     |          ... hotel y hacer más publicidad ...          |      make.v.03      |    0.0     |    0.0     |    1.0     |
|  considerar  |                       más la ...                       |    think_of.v.03    |    0.0     |    0.0     |    1.0     |
|    poder     |         ... muy regular podrían mejorar el ...         |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|   mejorar    |        ... regular podrían mejorar el sitio ...        |     better.v.02     |   0.375    |    0.0     |   0.625    |
|   colocar    |                piso antideslizante ...                 |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   colocar    |          ... ducha para colocar el jabón ...           |       put.v.01      |    0.0     |    0.0     |    1.0     |
|     debe     |            ... 6 personas debe tener 2 ...             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |          ... personas debe tener 2 baños ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   ofrecer    |            ... no lo ofrecen gratis en ...             |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|  encontrar   |      ... habitación se encuentre bolsas para ...       |     detect.v.01     |    0.0     |    0.0     |    1.0     |
|   revisar    |                       los baños                        |      check.v.01     |    0.5     |    0.0     |    0.5     |
|     ser      |           ... la piscina es muy pequeño ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |           ... pequeño no tenía energía y ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|  dificultar  |           ... noche se dificulta su uso ...            |    obstruct.v.01    |    0.0     |    0.0     |    1.0     |
|    deber     |             ... su uso deben tener más ...             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |           ... uso deben tener más tacos ...            |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   mejorar    |            ... tacos y mejorar condiciones             |     better.v.02     |   0.375    |    0.0     |   0.625    |
|      ha      |         ... del desayuno ha disminuido la ...          |       be.v.03       |    0.0     |    0.0     |    1.0     |
|  disminuir   |       ... desayuno ha disminuido la piscina ...        |     consume.v.05    |    0.0     |    0.0     |    1.0     |
|   requerir   |    ... del huéspedes requiere mejorar ambientación     |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   mejorar    |      ... huéspedes requiere mejorar ambientación       |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    falta     |      ... alimentación les falta más variedad ...       |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    deber     |         ... , atención debería tener menú ...          |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |         ... atención debería tener menú en ...         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |              desayuno es un desastre ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    dañar     |       ... desastre y dañan esta experiencia ...        |     damage.v.01     |    0.0     |    0.75    |    0.25    |
|   prestar    |       ... bonita ojala presten los servicios ...       |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    deber     |                     mejorar el ...                     |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |                  mejorar el menú ...                   |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     debe     |            ... de desayuno debe ser más ...            |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |          ... desayuno debe ser más amplio ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     era      |            ... amplio como era antes ya ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     debe     |           ... así que debe mejorar este ...            |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |         ... que debe mejorar este aspecto ...          |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     ser      |             ... aspecto o ser como era ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     era      |            ... ser como era antes maíz ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    gustar    |           ... no me gusta deben mejorado ...           |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    deber     |           ... me gusta deben mejorado y ...            |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |          ... gusta deben mejorado y tengo ...          |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    tener     |     ... mejorado y tengo muchas reclamaciones ...      |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   cambiar    |        ... ya que cambian las experiencias ...         |     change.v.01     |    0.0     |    0.0     |    1.0     |
|    cerrar    |           ... que para cerrar la puerta ...            |      close.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |                hay adecuación para ...                 |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    haber     |             ... y no hay menú variedad ...             |       be.v.03       |    0.0     |    0.0     |    1.0     |
|  considerar  |        ... variedad y considerar ampliar y ...         |    think_of.v.03    |    0.0     |    0.0     |    1.0     |
|   ampliar    |           ... y considerar ampliar y en ...            |       run.v.03      |    0.0     |    0.0     |    1.0     |
|    haber     |                 ... spa no había cupo                  |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    cobrar    |            ... gusto que cobraran el tinto             |      gain.v.08      |    0.0     |    0.0     |    1.0     |
|  necesitar   |        ... el autoservicio necesita ser más ...        |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|     ser      |         ... autoservicio necesita ser más ágil         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    gastar    |                    menos papel ...                     |      spend.v.02     |    0.0     |    0.0     |    1.0     |
|    compra    |                 ... cuando uno compra                  |       buy.v.01      |    0.0     |    0.0     |    1.0     |
|    falta     |                  falta mucho aseo ...                  |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    estar     |           ... las baños están llenos de ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     dar      |              ... lama y da mucho que ...               |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    pensar    |                  ... mucho que pensar                  |      think.v.01     |    0.0     |    0.0     |    1.0     |
|     usar     |                   usar bolsas de ...                   |       use.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |            ... vestier no es muy ecológico             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  desmejorar  |          pisos muy desmejorados el lugar ...           |      flaw.v.01      |    0.0     |    0.0     |    1.0     |
|   terminar   |      ... bueno ojala terminen la remodelación ...      |       end.v.02      |    0.0     |    0.0     |    1.0     |
|   parecer    |                 parece terrible el ...                 |      look.v.02      |    0.0     |    0.0     |    1.0     |
|   demorar    |            ... carta se demoran 1 hora ...             |    postpone.v.01    |    0.0     |    0.0     |    1.0     |
|    servir    |        ... hora para servir deberían hacer ...         |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    deber     |         ... para servir deberían hacer un ...          |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    hacer     |         ... servir deberían hacer un plato ...         |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     ser      |              ... día y es una demora ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   devolver   |         ... demora para devolver el dinero ...         |     return.v.01     |    0.0     |    0.0     |    1.0     |
|    gustar    |              ... no me gusta la nueva ...              |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    venir     |           ... mi hermano viene de italia ...           |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    venir     |           ... italia y veníamos con toda ...           |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    hacer     |           ... que le hace muy peligrosa ...            |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    haber     |                     que hacer ...                      |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    hacer     |                 que hacer ducha y ...                  |      make.v.03      |    0.0     |    0.0     |    1.0     |
|   revisar    |             ... ducha y revisar la tv ...              |      check.v.01     |    0.5     |    0.0     |    0.5     |
|     baja     |               ... tv se baja el volumen                |     descend.v.01    |    0.0     |    0.0     |    1.0     |
|    poner     |                  albornoces para ...                   |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |                   mejorar el web ...                   |     better.v.02     |   0.375    |    0.0     |   0.625    |
|   realizar   |     ... para extranjeros realizar reservas fue ...     |      make.v.03      |    0.0     |    0.0     |    1.0     |
|      ir      |      ... realizar reservas fue muy complicado ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  complicar   |            ... fue muy complicado ingresar             |     complex.a.01    |    0.0     |    0.0     |    1.0     |
|   ingresar   |              ... muy complicado ingresar               |     pull_in.v.03    |   0.125    |    0.0     |   0.875    |
|    tener     |      ... el restaurante tiene debilidades en ...       |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |           ... baños no es suficientes es ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |          ... es suficientes es mejor otro ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    venir     |              ... no todo ven el mismo ...              |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|     ser      |      ... del personal es altamente calificado ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  calificar   |      ... es altamente calificado para atender ...      |     qualify.v.01    |   0.625    |    0.0     |   0.375    |
|   atender    |       ... calificado para atender el público ...       |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|   requerir   |        ... público otro requiere tener más ...         |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    tener     |       ... otro requiere tener más entrenamiento        |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      ir      |                estadía fue muy positiva                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   colocar    |                  parlantes música ...                  |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   regular    |        manteles sucios regular la atención ...         |    regulate.v.02    |    0.0     |    0.0     |    1.0     |
|    acabar    |              ... y se acabo el hielo ...               |      kill.v.01      |    0.0     |    0.5     |    0.5     |
|    servir    |         ... hielo y sirvieron los licores ...          |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    tener     |          ... muy buenas tiene que mejorar ...          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   mejorar    |           ... tiene que mejorar mucho la ...           |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     ser      |            ... comida para ser un lugar ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |            ... la comida tiene que ser ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |             ... tiene que ser mucho mejor              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |         ... al precio es muy insuficiente ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |          ... carta no es actualizada hay ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  actualizar  |         ... no es actualizada hay comidas ...          |     realize.v.03    |   0.125    |    0.0     |   0.875    |
|    haber     |         ... es actualizada hay comidas que ...         |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   comedir    |         ... actualizada hay comidas que no ...         |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|    poder     |           ... no se pueden pedir porque ...            |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|    pedir     |           ... se pueden pedir porque no ...            |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    haber     |                   ... porque no hay                    |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   explicar   |                me explicaron que la ...                |      tell.v.03      |    0.0     |    0.0     |    1.0     |
|    tener     |        ... habitaciones no tenían ducha es ...         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |        ... tenían ducha es una oportunidad ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  adicionar   |   ... una oportunidad adicionar duchas excelente ...   |       add.v.01      |    0.0     |    0.0     |    1.0     |
|    deber     |              baños deben mejorar son ...               |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |         baños deben mejorar son demasiados ...         |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     ser      |     ... deben mejorar son demasiados pequeños ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ver      |              ... y falta vista en la ...               |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|     ser      |                por fa es difícil la ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    dejar     |           ... lado no dejaron dormir el ...            |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    dormir    |           ... no dejaron dormir el baño ...            |      sleep.v.01     |    0.0     |   0.125    |   0.875    |
|   disponer   |          ... el baño dispuesto para esta ...           |     arrange.v.01    |   0.125    |    0.0     |   0.875    |
|     era      |               ... el área era en la ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |             ... jacuzzi no es bueno es ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |             ... es bueno es incomodo y ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |               ... incomodo y es abierto                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    abrir     |                    ... y es abierto                    |      open.v.01      |    0.0     |    0.0     |    1.0     |
|    servir    |          ... sifón no sirve la protección ...          |      serve.v.10     |    0.0     |    0.0     |    1.0     |
