+--------------+----------------------------------------------------+---------------------+------------+------------+------------+
|     Verb     |                      context                       |        synset       | Polarity + | Polarity - | Polarity = |
|    tener     |        ... igual que tener una almohada ...        |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   proteger   |     ... toalla para proteger la intimidad ...      |     protect.v.01    |    0.0     |    0.75    |    0.25    |
|    haber     |                cambiado muchas ...                 |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   cambiar    |             cambiado muchas cosas ...              |     change.v.01     |    0.0     |    0.0     |    1.0     |
|   atender    |              ... nunca nos atendieron              |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    estar     |            cuarto estaba encima de ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |      ... la mañana estuvieron hablando en ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    hablar    |     ... mañana estuvieron hablando en voz ...      |      speak.v.03     |    0.0     |    0.0     |    1.0     |
|  recomendar  |  ... consideración alguno recomendamos que se ...  |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|    hacer     |         ... que se haga más silencios ...          |      make.v.03      |    0.0     |    0.0     |    1.0     |
| considerando |      ... esa sección considerando que hay ...      |    think_of.v.03    |    0.0     |    0.0     |    1.0     |
|    haber     |       ... considerando que hay un cuarto ...       |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     era      |                baño era muy pequeño                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   sugerir    |  ... habitaciones limpias sugiero que debería ...  |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|    deber     |     ... sugiero que debería estar privado ...      |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    estar     |        ... que debería estar privado en ...        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   privado    |        ... debería estar privado en el ...         |     private.a.01    |    0.0     |   0.125    |   0.875    |
|    dejar     |              se dejó ingresar una ...              |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   ingresar   |           se dejó ingresar una niña ...            |     pull_in.v.03    |   0.125    |    0.0     |   0.875    |
|   disponer   |       ... por no disponer del documento ...        |     arrange.v.01    |   0.125    |    0.0     |   0.875    |
|    estar     |          ... pesar que estaba con la ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |         ... que se tenía la habitación ...         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |         servicio personal es muy bueno ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  comprender  |         ... pero no comprendo como la ...          |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|    tener     |        ... hotel no tenga nevera tenga ...         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    tener     |        ... tenga nevera tenga una cama ...         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |    ... televisor pequeño es frustrante que ...     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |           ... que no haya cambio de ...            |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     sea      |        ... el desayuno sea tan limitado ...        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   limitar    |        ... sea tan limitado la atención ...        |    restrict.v.03    |    0.0     |    0.0     |    1.0     |
|     ser      |      ... las piscinas es insuficiente por ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |             comida no fue muy rica ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   mejorar    |         ... muy rica mejorar el sabor ...          |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     ser      |                importante estar ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |         importante estar revisando los ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   revisar    |      importante estar revisando los pozos ...      |      check.v.01     |    0.5     |    0.0     |    0.5     |
|     ver      |     ... pozos pues vieron algunas residuos ...     |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|    cerrar    |              piscina cierra a las ...              |      close.v.01     |    0.0     |    0.0     |    1.0     |
|    quedar    |       ... pero se quedaron unas personas ...       |       own.v.01      |    0.0     |    0.0     |    1.0     |
|    gritar    |   ... personas que gritaban pelaban tiraban ...    |      gripe.v.01     |    0.0     |    0.5     |    0.5     |
|    pelar     |    ... que gritaban pelaban tiraban puertas ...    |      pick.v.02      |    0.0     |    0.0     |    1.0     |
|    tirar     |     ... gritaban pelaban tiraban puertas y ...     | sleep_together.v.01 |   0.375    |   0.125    |    0.5     |
|    tener     |         ... puertas y tenían música a ...          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    quejar    |         ... que me quejé en recepción ...          |      groan.v.01     |    0.0     |   0.875    |   0.125    |
|    dejar     |             ... que no dejaron dormir              |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    dormir    |               ... no dejaron dormir                |      sleep.v.01     |    0.0     |   0.125    |   0.875    |
|    haber     |                 unas aberturas ...                 |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   recorrer   |         planes para recorrer el lugar ...          |      tour.v.01      |    0.0     |    0.0     |    1.0     |
|   sostener   |                sostener este precio                |      hold.v.10      |    0.0     |    0.0     |    1.0     |
|    servir    |               desayuno caliente ...                |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|   limpiar    |      desayuno caliente limpiar vidrios de ...      |      clean.v.01     |    0.0     |   0.125    |   0.875    |
|   colocar    |                   un sistema ...                   |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    subir     |       ... sistema para subir las maletas ...       |    increase.v.02    |    0.0     |    0.0     |    1.0     |
|    pedir     |               se pide la reserva ...               |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    demora    |         ... reserva se demora mucho en ...         |    postpone.v.01    |    0.0     |    0.0     |    1.0     |
|  contestar   |          ... mucho en contestar y nos ...          |      react.v.01     |    0.0     |    0.0     |    1.0     |
|    dejar     |            ... y nos dejaron esperando             |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   esperar    |             ... nos dejaron esperando              |       ask.v.04      |   0.125    |    0.0     |   0.875    |
|    ganar     |            ... viaje le ganó a los ...             |      reach.v.01     |    0.0     |    0.0     |    1.0     |
|      ir      |            ... el quindío fue lo mejor             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     dar      |               dieron una reserva ...               |      give.v.10      |    0.0     |    0.0     |    1.0     |
|  confirmar   |    ... spa sin confirmar disponibilidad con ...    |     attest.v.01     |    0.0     |    0.0     |    1.0     |
|    causa     |      ... spa eso causa insatisfacción con ...      |      make.v.03      |    0.0     |    0.0     |    1.0     |
|  programar   |       ... que nos programamos para abrir ...       |    schedule.v.02    |    0.0     |    0.0     |    1.0     |
|    abrir     |     ... programamos para abrir ese espacio ...     |      open.v.01      |    0.0     |    0.0     |    1.0     |
|   parecer    |  ... alimentación nos pareció muy deficiente ...   |      look.v.02      |    0.0     |    0.0     |    1.0     |
|   manejar    |      ... precios que manejan afirmando lo ...      |     oversee.v.01    |    0.0     |    0.0     |    1.0     |
|   afirmar    |        ... que manejan afirmando lo de ...         |      state.v.01     |    0.0     |    0.0     |    1.0     |
|   sugerir    |       ... arriba les sugiero mejorar en ...        |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|   mejorar    |         ... les sugiero mejorar en la ...          |     better.v.02     |   0.375    |    0.0     |   0.625    |
|  solucionar  |   ... en como solucionar algún inconveniente ...   |     decide.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |        ... del hotel es importante que ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   aceptar    |    ... habitaciones se acepte gente externa ...    |     accept.v.02     |    0.0     |    0.0     |    1.0     |
|     dar      |          ... piscinas no dan para la ...           |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    tener     |           ... que no tiene comidas y ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   comedir    |           ... no tiene comidas y no ...            |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|   informar   |          ... y no informan al cliente ...          |     inform.v.01     |    0.0     |    0.0     |    1.0     |
|  recomendar  |           ... no lo recomiendo y no ...            |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|    gustar    |          ... no me gustaría volver ya ...          |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    volver    |         ... me gustaría volver ya que ...          |      make.v.02      |    0.0     |    0.0     |    1.0     |
|    tener     |           ... que no tenía nada para ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    comer     |           ... nada para comer y más ...            |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|    estar     |          ... más que estábamos con un ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   privado    |         ... de piscinas privadas , el ...          |     private.a.01    |    0.0     |   0.125    |   0.875    |
|   rebosar    |               ... duchas se rebosan                |      brim.v.01      |   0.375    |   0.375    |    0.25    |
|    crear     |                   que falta ...                    |      find.v.05      |   0.125    |    0.0     |   0.875    |
|     era      | ... reciclables anteriormente era mejor cuando ... |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   incluir    |        ... mejor cuando incluían alimentos         |     include.v.01    |    0.0     |    0.0     |    1.0     |
|      ir      |           ... esta estadía fue que a ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   empezar    |        ... la madrugada empezó a pitar ...         |    get_down.v.07    |    0.0     |    0.0     |    1.0     |
|    pitar     |           ... empezó a pitar la caja ...           |      honk.v.01      |    0.0     |    0.0     |    1.0     |
| interrumpir  |      ... y esto interrumpió mucho nuestro ...      |    interrupt.v.01   |    0.0     |    0.0     |    1.0     |
|    hacer     |         ... 106 nos hace falta nevera ...          |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    tener     |   ... las habitaciones tengan ducha interna ...    |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    evitar    |      ... ducha interna evitar poner cera ...       |     prevent.v.01    |    0.25    |    0.0     |    0.75    |
|    poner     |        ... interna evitar poner cera en ...        |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   encerrar   |         ... porque se encierra el olor ...         |      hold.v.11      |    0.0     |    0.0     |    1.0     |
|    haber     |              ... y no hay wifi en ...              |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   mejorar    |                 información ya ...                 |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    estar     |      ... los productos estaban agotados y ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    agotar    |      ... productos estaban agotados y la ...       |     consume.v.05    |    0.0     |    0.0     |    1.0     |
|     cabe     |      ... servicio además cabe anotar que ...       |       fit.v.07      |   0.125    |    0.0     |   0.875    |
|    anotar    |         ... además cabe anotar que el ...          |      score.v.01     |    0.0     |    0.0     |    1.0     |
|    ducha     |          ... donde se ducha le falta ...           |     shower.v.03     |    0.0     |    0.0     |    1.0     |
|    falta     |         ... ducha le falta limpieza es ...         |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|     ser      |     ... falta limpieza es muy resbaladizo ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     caer     |           ... esposo se cayó y solo ...            |     descend.v.01    |    0.0     |    0.0     |    1.0     |
|   ofrecer    |            ... y solo ofrecieron hielo             |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    entrar    |       ... de booking entran en conflicto ...       |     record.v.01     |    0.0     |    0.0     |    1.0     |
|    hacer     |   ... conflicto nosotros hicimos una reserva ...   |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    llegar    |          ... menor al llegar al hotel ...          |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|  encontrar   |        ... hotel nos encontramos con la ...        |     detect.v.01     |    0.0     |    0.0     |    1.0     |
|     era      |        ... la habitación era solo para ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |          ... y no hubo la posibilidad ...          |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   resolver   |     ... posibilidad de resolver el impase ...      |     decide.v.02     |    0.0     |    0.0     |    1.0     |
|    haber     |           ... impase y hubo un gran ...            |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    tener     |       habitación 212 tenía las cajoneras ...       |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |         ... restaurante no es el ideal ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |          ... cena no había baby beef ...           |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    pedir     |         ... trucha se pidió una picada ...         |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|     era      |          ... la carne era refrita no ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ver      |            ... le se veía fresca la ...            |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|     ser      |       ... presentación no es la adecuada ...       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   adecuar    |            ... es la adecuada en la ...            |       fit.a.01      |    0.5     |    0.0     |    0.5     |
|  solicitar   |       ... la noche solicité un sándwich ...        |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    haber     |           ... y no había solos cosas ...           |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    freír     |        ... solos cosas fritas la comida ...        |       fry.v.02      |    0.0     |    0.0     |    1.0     |
|      ir      |            ... comida no fue agradable             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    abrir     |                    la ducha ...                    |      open.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |           ... ducha como es normal y ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    salir     |            ... no nos salió el agua ...            |       die.v.01      |    0.0     |    0.0     |    1.0     |
|    tocar     |       ... caliente nos tocó bañarnos con ...       |      refer.v.02     |    0.0     |    0.0     |    1.0     |
|    deber     |                   mejorar el ...                   |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |              mejorar el desayuno ...               |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    variar    |         ... atención y variar el menú ...          |     change.v.01     |    0.0     |    0.0     |    1.0     |
|   mejorar    |  ... restaurante para mejorar la posibilidad ...   |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    variar    |        ... posibilidad de variar los platos        |     change.v.01     |    0.0     |    0.0     |    1.0     |
|      ha      |                  cambiado el ...                   |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   cambiar    |              cambiado el servicio ...              |     change.v.01     |    0.0     |    0.0     |    1.0     |
|     era      |          ... servicio y era mejor los ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   arreglar   |       ... mantenimiento no arreglaron el tv        |     better.v.02     |   0.375    |    0.0     |   0.625    |
|  encontrar   |               encontramos en el ...                |     detect.v.01     |    0.0     |    0.0     |    1.0     |
|   visitar    |         ... sitio lo visitamos 2 bebés ...         |      visit.v.03     |    0.0     |    0.0     |    1.0     |
|    haber     |        ... y aquí hemos conocido muchos ...        |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   conocer    |   ... aquí hemos conocido muchos visitantes ...    |      known.a.01     |    0.5     |    0.0     |    0.5     |
|    sentar    |         ... y se sienten como nosotros ...         |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|    cobrar    |        ... nosotros que cobren un tinto ...        |      gain.v.08      |    0.0     |    0.0     |    1.0     |
|   retirar    |       ... padres les retiraron un plato ...        |     remove.v.01     |    0.0     |    0.0     |    1.0     |
|     era      |         ... comedor porque era solo 1 ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |      ... mal gusto es preferible cobrarlo ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    hacer     |          ... pero no hacer eso además ...          |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     era      |           ... eso además era bufé y ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |         ... un bufet es para servirse ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|              |         ... es para servirse las veces ...         |    toss_off.v.02    |   0.375    |    0.0     |   0.625    |
|    querer    |                 ... que se quiera                  |      want.v.02      |   0.125    |   0.125    |    0.75    |
|      ir      |        ... lo único fueron unas cuantas ...        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |                 hacer énfasis ...                  |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    hacer     |                hacer énfasis en ...                |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     usar     |      ... énfasis en usar bloqueador color ...      |       use.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |                  atención no ...                   |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    haber     |          atención no hay hielo música ...          |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   mejorar    |   ... música , mejorar comidas certifíquense ...   |     better.v.02     |   0.375    |    0.0     |   0.625    |
|   carecer    |        instalaciones carecen de medios ...         |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|   reducir    |        ... de movilidad reducida no hay ...        |     consume.v.05    |    0.0     |    0.0     |    1.0     |
|    haber     |         ... reducida no hay ramplas de ...         |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    haber     |                   venido con ...                   |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    venir     |                 venido con mi ...                  |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    hacer     |          ... mi familia hace 30 años ...           |      make.v.03      |    0.0     |    0.0     |    1.0     |
|  encontrar   |           ... y me encuentro que no ...            |     detect.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |        ... que no hay servicio integral ...        |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   incluir    |      ... integral que incluía la alimentación      |     include.v.01    |    0.0     |    0.0     |    1.0     |
|  organizar   |          ... muy mal organizado no se ...          |      form.v.01      |    0.0     |    0.0     |    1.0     |
|    saber     |             ... no se sabe el horario              |      know.v.01      |    0.0     |    0.0     |    1.0     |
|    querer    |                felicitarlos por ...                |      want.v.02      |   0.125    |   0.125    |    0.75    |
|   laborar    |          ... que aquí laboro son muy ...           |       tug.v.02      |    0.0     |    0.0     |    1.0     |
|     ser      |       ... aquí laboro son muy cordiales ...        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    sentar    |         ... familia se sienten en casa ...         |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   encantar   |               encanto el cambio ...                |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    hacer     |             ... que se hizo de la ...              |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    variar    |              favor variar más el ...               |     change.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |            ... el menú es cansón lo ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     sea      |          ... sopas que sea una crema ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |            ... ya que hay gente que ...            |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    hacer     |              ... lactosa le hace daño              |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     era      |           ... que anteriormente era una            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    gustar    |       ... bueno me gustaría que dejaran ...        |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    dejar     |     ... gustaría que dejaran las piscinas ...      |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    abrir     |      ... las piscinas abiertas hasta más ...       |      open.v.01      |    0.0     |    0.0     |    1.0     |
|    dejar     |         instalaciones dejan mucho que ...          |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    desear    |     ... mucho que desear muy deterioradas ...      |     desire.v.01     |    0.25    |    0.0     |    0.75    |
|  deteriorar  |    ... desear muy deterioradas el servicio ...     |      slip.v.04      |    0.0     |    0.5     |    0.5     |
|   parecer    |       el servicio parece mendigando las ...        |      look.v.02      |    0.0     |    0.0     |    1.0     |
|   mendigar   |    ... servicio parece mendigando las cosas ...    |       beg.v.03      |   0.375    |    0.0     |   0.625    |
|  recomendar  |    ... cosas no recomendaría volver cuiden ...     |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|    volver    |      ... no recomendaría volver cuiden el ...      |      make.v.02      |    0.0     |    0.0     |    1.0     |
|    cuidar    |   ... recomendaría volver cuiden el trabajo ...    |      treat.v.03     |    0.0     |   0.125    |   0.875    |
|     ser      |              ... que esto es muy duro              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    falta     |                 aseo continuo ...                  |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    gustar    |       ... vez me gustaría hospedarme en ...        |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    estar     |                estábamos en la ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |          ... y solo hay un televisor ...           |       be.v.03       |    0.0     |    0.0     |    1.0     |
|  solicitar   |   ... un televisor solicitamos adicional de ...    |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   informar   |        ... pero nos informaron que eso ...         |     inform.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |           ... eso no es posibles así ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |           ... que si es bueno poder ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    poder     |          ... es bueno poder tener tv ...           |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|    tener     |       ... bueno poder tener tv adicional ...       |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    estar     |        ... adicional no estoy o estamos ...        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |         ... estoy o estamos de acuerdo ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |           ... que se haya quitado el ...           |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    quitar    |          ... se haya quitado el plan ...           |     remove.v.01     |    0.0     |    0.0     |    1.0     |
|     era      |          ... full así era mejor como ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |            ... ahora no es bueno y ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    gustar    |                  ... y nos gustó                   |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    estar     |                   m molesta ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   molestar   |              m molesta porque me ...               |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|    robar     |       ... porque me robaron unos objetos ...       |      steal.v.01     |    0.0     |    0.5     |    0.5     |
|  responder   |         ... y nadie respondió a pesar ...          |      react.v.01     |    0.0     |    0.0     |    1.0     |
|    pesar     |          ... respondió a pesar de que ...          |      count.v.02     |    0.0     |    0.0     |    1.0     |
|    haber     |             ... de que habían cámaras              |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     ser      |       habitación es inconfortable muchos ...       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    entrar    |          ... por donde entra toda la ...           |     record.v.01     |    0.0     |    0.0     |    1.0     |
