+--------------+-----------------------------------------------------+--------------------+------------+------------+------------+
|     Verb     |                       context                       |       synset       | Polarity + | Polarity - | Polarity = |
|    tener     |            ... el pollo tenía sabor a ...           |  give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   cambiar    |      ... mi sugerencia cambiar proveedor de ...     |    change.v.01     |    0.0     |    0.0     |    1.0     |
|   cambiar    |       ... de desinfección cambiar chef el ...       |    change.v.01     |    0.0     |    0.0     |    1.0     |
|    deber     |                  cobrar tarifa ...                  |      owe.v.01      |    0.0     |    0.0     |    1.0     |
|    cobrar    |             cobrar tarifa diferente ...             |     gain.v.08      |    0.0     |    0.0     |    1.0     |
|   utilizar   |      ... que no utilizan las instalaciones ...      |      use.v.01      |    0.0     |    0.0     |    1.0     |
|    entrar    |           ... derecho a entrar ya que ...           |    record.v.01     |    0.0     |    0.0     |    1.0     |
|   utilizar   |         ... ya que utilizarían los baños ...        |      use.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |           ... baños si es necesarios , ...          |      be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |        ... necesarios , tengan en cuenta ...        |  give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    contar    |           ... tengan en cuenta que esa ...          |     state.v.01     |    0.0     |    0.0     |    1.0     |
|      ir      |        ... persona también va a consumir ...        |    travel.v.01     |    0.0     |    0.0     |    1.0     |
|   consumir   |           ... va a consumir bebidas y ...           |      eat.v.02      |    0.0     |    0.0     |    1.0     |
|    poder     |    ... y alimentos pueden utilizar diferentes ...   |   displace.v.03    |    0.0     |    0.0     |    1.0     |
|   utilizar   | ... alimentos pueden utilizar diferentes brazaletes |      use.v.01      |    0.0     |    0.0     |    1.0     |
|    hacer     |        ... tintos se hacían los conchudos ...       |     make.v.03      |    0.0     |    0.0     |    1.0     |
|   prestar    |       ... portería que presta el servicio ...       |     give.v.10      |    0.0     |    0.0     |    1.0     |
| transportar  |      ... carro que transporta personas con ...      |   transport.v.02   |    0.0     |    0.0     |    1.0     |
|   dirigir    |          ... diferentes se dirigió a mí ...         |    impart.v.03     |    0.0     |    0.0     |    1.0     |
|     debe     |      ... comportamiento que debe tener como ...     |      owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |       ... que debe tener como funcionaria ...       |  give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |          ... y restaurante es déspota , ...         |      be.v.01       |    0.25    |   0.125    |   0.625    |
| desinteresar |        ... déspota , desinteresada y poco ...       |  altruistic.a.01   |   0.875    |    0.0     |   0.125    |
|     dar      |       ... amable no dan buena orientación ...       |     give.v.10      |    0.0     |    0.0     |    1.0     |
|  contestar   |   ... orientación ni contestan con amabilidad ...   |     react.v.01     |    0.0     |    0.0     |    1.0     |
|   plantear   |        ... las preguntas planteadas , muy ...       |    present.v.05    |    0.0     |    0.0     |    1.0     |
|    tener     |        ... los empleados tengan una mejor ...       |  give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|              |       ... momento de ausentarse del punto ...       |     miss.v.08      |   0.125    |    0.25    |   0.625    |
|    tomar     |          ... turnen para tomar su break ...         |    choose.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |      ... que siempre haya datáfono cargado ...      |      be.v.03       |    0.0     |    0.0     |    1.0     |
|    cargar    |       ... haya datáfono cargado para todos ...      |   transport.v.02   |    0.0     |    0.0     |    1.0     |
|     ser      |         ... las instalaciones son excelentes        |      be.v.01       |    0.25    |   0.125    |   0.625    |
|    llamar    |                  llamó en marzo ...                 |     raise.v.07     |   0.125    |    0.0     |   0.875    |
|    estar     |           ... de viejitos estuvo 7pm y ...          |      be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |        ... viejitos uno va relajarse que ...        |    travel.v.01     |    0.0     |    0.0     |    1.0     |
|              |          ... uno va relajarse que mucho ...         |    loosen.v.07     |    0.0     |    0.0     |    1.0     |
|    queja     |             ... gente se queja ya le ...            |     groan.v.01     |    0.0     |   0.875    |   0.125    |
|     dar      |             ... ya le da una pereza ...             |     give.v.10      |    0.0     |    0.0     |    1.0     |
|    volver    |         ... una pereza volver en volumen ...        |     make.v.02      |    0.0     |    0.0     |    1.0     |
|   esperar    |                      se nos ...                     |      ask.v.04      |   0.125    |    0.0     |   0.875    |
|  reintegrar  |            se nos reintegre el dinero ...           |    refund.v.01     |    0.0     |    0.0     |    1.0     |
|    hablar    |        ... cliente porque hablan de unos ...        |     speak.v.03     |    0.0     |    0.0     |    1.0     |
|   brindar    |             ... que no brindan de la ...            |     offer.v.02     |    0.0     |    0.0     |    1.0     |
|   ofrecer    |       ... que se ofrece gracias esperamos ...       |     offer.v.02     |    0.0     |    0.0     |    1.0     |
|   esperar    |      ... ofrece gracias esperamos su respuesta      |      ask.v.04      |   0.125    |    0.0     |   0.875    |
+--------------+-----------------------------------------------------+--------------------+------------+------------+------------+
