+--------------+------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb     |                          context                           |        synset       | Polarity + | Polarity - | Polarity = |
|  agradecer   |                         por la ...                         |   appreciate.v.01   |   0.125    |   0.125    |    0.75    |
|     ser      |                        un lugar ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   prestar    |          ... servicio que presta el personal ...           |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    hacer     |              ... hotel lo hace mucho más ...               |      make.v.03      |    0.0     |    0.0     |    1.0     |
|   incluir    |                       cereales y ...                       |     include.v.01    |    0.0     |    0.0     |    1.0     |
|      ir      |         ... daniela vélez fueron excelentes en ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  agradecer   |          ... oportunas muy agradecidas por el ...          |   appreciate.v.01   |   0.125    |   0.125    |    0.75    |
|     ser      |          ... sus instalaciones son hermosas y ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |          ... los servicios estuvimos muy bien ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   atender    |           ... muy bien atendidos no cambien ...            |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|   cambiar    |           ... atendidos no cambien la forma ...            |     change.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |                      ... forma de ser                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |           ... de colaboradores son de buena ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    sentar    |                 siento muy satisfecho ...                  |       sit.v.01      |    0.0     |    0.0     |    1.0     |
|  satisfacer  |              siento muy satisfecho por la ...              |     satisfy.v.01    |    0.5     |    0.0     |    0.5     |
|   disponer   |           ... amables y dispuestos a servir ...            |     arrange.v.01    |   0.125    |    0.0     |   0.875    |
|    servir    |            ... dispuestos a servir los felicito            |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|  felicitar   |                  ... servir los felicito                   |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|     ser      |            ... ya que son la representación ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |              son excelentes colaboradores ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                 ya que son muy amable ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |                      un magnífico ...                      |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |               ... de quejarme es que en ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |             ... 412 no tiene agua caliente ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |        ... felicitaciones ya somos clientes de ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                 atención es muy buena ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    hacer     |           ... gracias por hacer que nuestra ...            |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     sea      |         ... nuestra estadía sea muy agradable ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   bendecir   |                    ... dios los bendiga                    |      bless.v.01     |    0.0     |    0.0     |    1.0     |
|   realizar   |         ... de colaboradores realizan muy bien ...         |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    seguir    |             ... por favor sigan así todos ...              |      stay.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |                son excelentes trabajadores                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  felicitar   |                    felicito a todos ...                    |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|  felicitar   |                  felicito de corazón ...                   |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|    estar     |            ... y yo estamos agradecidos por ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  agradecer   |          ... yo estamos agradecidos por toda ...           |   appreciate.v.01   |   0.125    |   0.125    |    0.75    |
|      ir      |               la atención fue muy buena ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |              ... la atención es muy buena ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     nota     |                ... y se nota el respeto ...                |      note.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |                   servicio es excelente                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |               servicio es excelente mil ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  felicitar   |                 felicito espero volver ...                 |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|   esperar    |             felicito espero volver pronto ...              |       ask.v.04      |   0.125    |    0.0     |   0.875    |
|    volver    |          felicito espero volver pronto muchas ...          |      make.v.02      |    0.0     |    0.0     |    1.0     |
|    hacer     |              ... trabajo esto hace que la ...              |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     sea      |            ... la estadía sea más agradable ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    quedar    |               ... y nos quedan ganas de ...                |       own.v.01      |    0.0     |    0.0     |    1.0     |
|    volver    |             ... ganas de volver felicitaciones             |      make.v.02      |    0.0     |    0.0     |    1.0     |
|   abordar    |           ... y educación abordan al huésped ...           |    approach.v.01    |    0.0     |    0.0     |    1.0     |
|   encantar   |                  me encanta la buena ...                   |     please.v.01     |   0.625    |    0.0     |   0.375    |
|     ser      |           ... este sitio es maravilloso por ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    querer    |                    felicitarlos por ...                    |      want.v.02      |   0.125    |   0.125    |    0.75    |
|     ser      |        ... amabilidad rapidez son excelente en ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ofrecer    |                 ofrecieron un servicio ...                 |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|      ir      |                 ... pm de ir no había ...                  |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |              ... ir no había nadie deben ...               |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    deber     |             ... había nadie deben de tener ...             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |             ... deben de tener más control ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      ir      |            ... el servicio fue agradable y ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                        un lugar ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |              ... su personal es amable y ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |            ... y siempre están dispuestos a ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   disponer   |       ... siempre están dispuestos a satisfacer ...        |     arrange.v.01    |   0.125    |    0.0     |   0.875    |
|  satisfacer  |      ... dispuestos a satisfacer las necesidades ...       |     satisfy.v.01    |    0.5     |    0.0     |    0.5     |
|   mejorar    |                      el servicio ...                       |     better.v.02     |   0.375    |    0.0     |   0.625    |
|  presentar   |                ... cena se presentó demora                 |     express.v.01    |    0.0     |    0.0     |    1.0     |
|    deber     |             ... tal vez debería haber una ...              |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    haber     |            ... vez debería haber una opción ...            |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     ser      |                   lo único es que el ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    poder     |              ... afuera no puede leer el ...               |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|     leer     |               ... no puede leer el menú ...                |      read.v.01      |    0.0     |    0.0     |    1.0     |
|  necesitar   |            ... menú se necesita que tengan ...             |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    tener     |            ... necesita que tengan menús en ...            |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    poder     |              ... mesa para poder leer hay ...              |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|     leer     |             ... para poder leer hay muchas ...             |      read.v.01      |    0.0     |    0.0     |    1.0     |
|    haber     |           ... poder leer hay muchas personas ...           |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    poder     |               ... que no pueden leer de ...                |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|     leer     |                ... no pueden leer de lejos                 |      read.v.01      |    0.0     |    0.0     |    1.0     |
|  considerar  |                       que hacen ...                        |    think_of.v.03    |    0.0     |    0.0     |    1.0     |
|    hacer     |                que hacen una excelente ...                 |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    haber     |                 nos hemos sentido muy ...                  |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   sentido    |               nos hemos sentido muy bien ...               |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   atender    |            ... muy bien atendidos por ellos ...            |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|      ha      |           ... su servicio ha sido excelente ...            |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     ser      |     ... servicio ha sido excelente felicitaciones ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                      un excelente ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |                ... hotel se ve una gran ...                |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   atender    |          ... preocupación por atender bien a ...           |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|     ser      |              ... los clientes es digno de ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  felicitar   |                   ... digno de felicitar                   |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|     ver      |                         que el ...                         |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|    estar     |           ... el hotel está incursionando en ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
| incursionar  |         ... hotel está incursionando en buenos ...         |      foray.v.02     |    0.0     |    0.0     |    1.0     |
|    deber     |             ... una esta debería acoger de ...             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    acoger    |          ... esta debería acoger de inmediato ...          |     receive.v.05    |    0.0     |    0.0     |    1.0     |
|     ser      |            ... de inmediato es la abolición ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   empacar    |         ... icopor para empacar alimentos usar ...         |      pack.v.01      |    0.0     |    0.0     |    1.0     |
|     usar     |       ... empacar alimentos usar sustitutos como ...       |       use.v.01      |    0.0     |    0.0     |    1.0     |
|   explicar   |              ... no sobra explicar a los ...               |      tell.v.03      |    0.0     |    0.0     |    1.0     |
|    tener     |          ... canecas para tener una adecuada ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   adecuar    |          ... tener una adecuada separación en ...          |       fit.a.01      |    0.5     |    0.0     |    0.5     |
|    poder     |               ... la carta puede ser más ...               |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|     ser      |             ... carta puede ser más amplia ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    variar    |            ... amplia y variada sin embargo ...            |     change.v.01     |    0.0     |    0.0     |    1.0     |
|   ofrecer    |              ... lo que ofrecen tiene muy ...              |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    tener     |             ... que ofrecen tiene muy buen ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   ofrecer    |                        menú de ...                         |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    haber     |             ... a huevos hay personas que ...              |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    deber     |          ... que no debemos consumirlos mucho ...          |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |                    son muy formales ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   sugerir    |     ... muy formales sugerimos bonificaciones para ...     |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|    tener     |        ... ellos por tener excelentes puntajes ...         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    hacer     |                ... el clima hace que la ...                |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    bajar     |        ... los alimentos baje rápida sugerimos ...         |     descend.v.01    |    0.0     |    0.0     |    1.0     |
|   sugerir    |          ... baje rápida sugerimos servir las ...          |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|    servir    |        ... rápida sugerimos servir las bebidas ...         |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|     ser      |              ... por que son muy atentos ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |            ... la alimentación es pésima se ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    pedir     |             ... pésima se pide un almuerzo ...             |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   entregar   |            ... almuerzo y entregan otro de ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   engañar    |        ... muchos precios engañando al cliente ...         |     deceive.v.02    |    0.0     |    0.25    |    0.75    |
|    tener     |          ... empresa por tener sus empleados ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |             ... tan frio es demasiado frio ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |             el servicio fue agradable mil ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |              ... café la deben mejorar ya ...              |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |              ... la deben mejorar ya que ...               |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    estar     |                ... ya que estamos en la ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   prestar    |               ... café y prestan un mal ...                |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    deber     |             ... la comida debería ser más ...              |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |           ... comida debería ser más variada ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    variar    |             ... ser más variada y caliente ...             |     change.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |             ... caliente esto es acorde al ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                ... el cual es alto era ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     era      |                ... es alto era mejor el ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   incluir    |           ... anterior que incluía las tres ...            |     include.v.01    |    0.0     |    0.0     |    1.0     |
|   trabajar   |                   trabajan duro son ...                    |    function.v.01    |    0.0     |    0.0     |    1.0     |
|     ser      |           trabajan duro son siempre amables ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |              ... la fruta debería ser más ...              |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |             ... fruta debería ser más generosa             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    cuidar    |                      la cantidad ...                       |      treat.v.03     |    0.0     |   0.125    |   0.875    |
|    estar     |             ... la arepas están mejor más ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |          ... cafés internacional es un buena ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |                 siempre están con muy ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   atender    |             ... actitud para atender y dar ...             |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|     dar      |            ... atender y dar la información ...            |      give.v.10      |    0.0     |    0.0     |    1.0     |
|     ser      |                    son muy amables ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |           ... amables y están pendientes del ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    vengar    |               ... país que vengan a conocer                |     revenge.v.01    |    0.0     |    0.5     |    0.5     |
|   conocer    |                    ... vengan a conocer                    |      know.v.01      |    0.0     |    0.0     |    1.0     |
|   derramar   |          ... las meseras derramo un chocolate ...          |      pour.v.01      |    0.0     |    0.0     |    1.0     |
|  disculpar   |              ... no se disculpo los hijos ...              |    apologize.v.02   |    0.0     |    0.0     |    1.0     |
|    quemar    |                  ... no se quemaron pero                   |    burn_off.v.01    |    0.0     |    0.0     |    1.0     |
|    volver    |                 ... y servicio volveremos                  |      make.v.02      |    0.0     |    0.0     |    1.0     |
|     ser      |            muchísimas gracias son el orden ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ofrecer    |             ... hora de ofrecer un cálido ...              |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |            ... en general son personas muy ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   adecuar    |          ... personas muy adecuadas atentas y ...          |       fit.a.01      |    0.5     |    0.0     |    0.5     |
|    tener     |           ... de naranja tenida un saborcito ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   parecer    |                    parece muy buen ...                     |      look.v.02      |    0.0     |    0.0     |    1.0     |
|     ser      |           ... los empleados son muy amables ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   sugerir    |                   sugiero porque es ...                    |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|     ser      |         sugiero porque es factor motivacional ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   merecer    |                     ... que lo merecen                     |     deserve.v.01    |    0.75    |   0.125    |   0.125    |
|   prestar    |             ... el servicio prestado y la ...              |      give.v.10      |    0.0     |    0.0     |    1.0     |
|   atender    |                    ... la que atienden                     |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|  recomendar  |                    recomienda en su ...                    |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|    haber     |          ... su restaurante haya menú vegetariano          |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    haber     |                       notado que ...                       |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    notar     |                     notado que las ...                     |      note.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |             ... por ejemplo es muy pequeña ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |              ... la picada es muy pequeña ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ofrecer    |           ... y además ofrecen con chicharon ...           |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|   ofrecer    |             ... la cantidad ofrecida y la ...              |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |            ... la bandeja es lechuga tomate ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ampliar    |                        el menú ...                         |       run.v.03      |    0.0     |    0.0     |    1.0     |
|     ser      |          atención definitivamente es mi lugar ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   brindar    |           ... acogimiento que brindan y los ...            |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|     dar      |             ... productos la di porque me ...              |      give.v.10      |    0.0     |    0.0     |    1.0     |
|   encantar   |          ... porque me encantan los alimentos ...          |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    estar     |          ... calientes pero estaba muy delicioso           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |           los colaboradores son muy atentos ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    servir    |             ... atentos para servir al cliente             |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|     ser      |                 personal es muy amable ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |                    tener nuevamente ...                    |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |                  tener nuevamente la ...                   |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |         ... las colaboradores son muy amables ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |               ... el desayuno fue muy bueno                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   mejorar    |                        el menú ...                         |     better.v.02     |   0.375    |    0.0     |   0.625    |
|   ofrecer    |                  ... y comidas ofrecidas                   |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|   mejorar    |           ... la estadía mejorar la cantidad ...           |     better.v.02     |   0.375    |    0.0     |   0.625    |
|   ofrecer    |           ... la cantidad ofrecida del menú ...            |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |               ... del menú es un precio ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                       lamentable que                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    entrar    |         ... canelazo para entrar en confianza ...          |     record.v.01     |    0.0     |    0.0     |    1.0     |
|    pasar     |             ... por hacernos pasar un día ...              |     happen.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |              ... este lugar es algo frio ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  necesitar   |       ... los usuarios necesitamos bebidas bien ...        |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   encantar   |                    encanto el lugar ...                    |     please.v.01     |   0.625    |    0.0     |   0.375    |
|  felicitar   |                  los felicito por su ...                   |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|   demorar    |          ... piscina muy demorada mejorar la ...           |    postpone.v.01    |    0.0     |    0.0     |    1.0     |
|   mejorar    |        ... muy demorada mejorar la presentación ...        |     better.v.02     |   0.375    |    0.0     |   0.625    |
|   sugerir    |                  sugiere el desayuno ...                   |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|     sea      |              ... el desayuno sea en bufet ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   mejorar    |            ... bufet y mejorar la variedad ...             |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    hallar    |           ... también que halla servicio al ...            |      find.v.01      |    0.0     |    0.0     |    1.0     |
|   esperar    |             ... cosas se esperarían en un ...              |       ask.v.04      |   0.125    |    0.0     |   0.875    |
|     ser      |                personas son muy amables ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    educar    |         ... muy amables educadas respetuosas y ...         |      teach.v.01     |    0.5     |    0.0     |    0.5     |
|    estar     |           ... bandeja paisa estaban un poco ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ahumado    |                    ... un poco ahumados                    |     smoked.s.01     |    0.0     |    0.0     |    1.0     |
|     ser      |                 ... lo único es que un ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    elegir    |               ... hora de elegir el menú ...               |     choose.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |              ... porque no es justo pagar ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    pagar     |              ... es justo pagar una suma ...               |       pay.v.01      |    0.0     |    0.0     |    1.0     |
|    elevar    |              ... suma tan elevada por una ...              |    increase.v.02    |    0.0     |    0.0     |    1.0     |
|    tener     |             ... y solo tengan para ofrecer ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   ofrecer    |             ... tengan para ofrecer en un ...              |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |           ... las frutas sean tan limitadas ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
